779,134485824,8,20,0,0,0,0,0,0,0
825,33817034,8,89,62,223,91,215,78,30,32
827,134485568,6,0,0,0,0,32,0,30,0
829,134485120,8,0,0,0,0,0,255,176,87
831,33817034,8,89,62,223,91,215,78,30,32
833,33817044,8,89,62,223,91,215,78,47,32
836,33880074,8,76,73,226,155,41,103,0,0
838,134484992,8,0,0,0,0,0,0,0,0
840,134485824,8,20,0,0,0,0,0,0,0
841,33817034,8,89,62,223,91,215,78,30,32
844,33821780,8,89,248,95,201,199,166,234,1
846,33817044,8,89,62,223,91,215,78,47,32
862,134485568,6,0,0,0,0,32,0,2,0
866,33821780,8,89,248,95,201,199,166,234,1
871,33817034,8,89,62,223,91,215,78,30,32
873,33817044,8,89,62,223,91,215,78,47,32
875,134485568,6,0,0,0,0,32,0,47,0
877,134484992,8,0,0,0,0,0,0,0,0
879,134485120,8,0,0,0,0,0,255,176,86
881,134485824,8,20,0,0,0,0,0,0,0
883,33821780,8,89,248,95,201,199,166,234,1
885,33817034,8,89,62,223,91,215,78,30,32
901,33817034,8,89,62,223,91,215,78,30,32
905,33821780,8,89,248,95,201,199,166,170,1
907,134485120,8,0,0,0,0,0,255,176,86
910,33817044,8,89,62,223,91,215,78,47,32
912,33817034,8,89,62,95,75,215,62,154,32
917,33817044,8,89,62,95,75,215,62,170,32
919,134485824,8,20,0,0,0,0,0,0,0
921,33817034,8,89,62,95,75,215,62,154,32
923,33821780,8,89,248,95,201,199,166,170,1
925,134485568,6,0,0,0,0,32,0,170,0
927,134484992,8,0,0,0,0,0,0,0,0
929,134485120,8,0,0,0,0,0,255,176,86
931,33817034,8,89,62,95,75,215,62,154,32
933,33817044,8,89,62,95,75,215,62,170,32
936,33817044,8,89,62,95,75,215,62,170,32
939,134485824,8,20,0,0,0,0,0,0,0
941,33817044,8,89,62,95,75,215,62,170,32
943,33821780,8,89,248,95,201,199,166,170,1
948,33822410,8,89,248,95,201,199,166,138,96
950,33822602,4,21,0,1,4,199,0,0,0
952,134484992,8,0,0,0,0,0,0,0,0
954,134485120,8,0,0,0,0,0,255,176,86
956,33817034,8,89,62,95,75,215,62,154,32
958,134485824,8,20,0,0,0,0,0,0,0
960,33817034,8,89,62,95,75,215,62,154,32
962,33821780,8,89,248,95,201,199,166,234,1
965,33817044,8,89,62,95,75,215,62,170,32
979,33817034,8,89,62,95,75,215,62,154,32
985,33817034,8,89,62,95,75,215,62,154,32
987,33821780,8,89,248,95,201,199,166,234,1
992,33817034,8,89,62,95,75,215,62,154,32
994,33817044,8,89,62,95,75,215,62,170,32
996,33817044,8,89,62,95,75,215,62,170,32
998,134485824,8,20,0,0,0,0,0,0,0
1000,134485568,6,0,0,0,0,32,0,0,0
1002,33821770,8,25,254,189,201,21,56,123,1
1005,134485120,8,0,0,0,0,0,255,176,86
1007,33817034,8,89,62,95,75,215,62,154,32
1022,33817034,8,89,62,95,75,215,62,154,32
1027,33821780,8,89,248,95,201,199,166,234,1
1029,134485056,8,0,0,0,0,0,0,0,0
1031,134485120,8,0,0,0,0,0,255,176,86
1033,33817044,8,89,62,95,75,215,62,170,32
1038,33817044,8,89,62,95,75,215,62,170,32
1040,134485824,8,20,0,0,0,0,0,0,0
1042,33817044,8,89,62,95,75,215,62,170,32
1045,33821780,8,89,248,95,201,199,166,234,1
1047,33817034,8,89,62,95,75,215,62,154,32
1049,134485568,6,0,0,0,0,32,0,154,0
1051,33817034,8,89,62,95,75,215,62,154,32
1053,134485056,8,0,0,0,0,0,0,0,0
1055,134485120,8,0,0,0,0,0,255,176,86
1057,33880084,8,236,226,96,216,237,175,0,0
1060,134485824,8,20,0,0,0,0,0,0,0
1062,33821770,8,25,254,189,201,21,56,123,1
1068,33821780,8,89,248,95,201,199,166,234,1
1070,33817044,8,89,62,95,75,215,62,170,32
1072,33817034,8,89,62,95,75,215,62,154,32
1074,134485568,6,0,0,0,0,32,0,154,0
1076,134484992,8,0,0,0,0,0,0,0,0
1078,134485056,8,0,0,0,0,0,0,0,0
1080,134485824,8,20,0,0,0,0,0,0,0
1082,33821770,8,25,254,189,201,21,56,123,1
1084,33821780,8,89,248,95,201,199,166,234,1
1087,33817044,8,89,62,95,75,215,62,170,32
1101,33817034,8,89,62,95,75,215,62,154,32
1106,33821908,8,7,2,60,207,107,254,201,73
1108,33822612,4,20,1,1,4,107,0,0,0
1114,33817034,8,89,62,95,75,215,62,154,32
1116,134543360,8,94,241,49,43,244,155,0,0
1118,33817044,8,89,62,95,75,215,62,170,32
1120,134485824,8,20,0,0,0,0,0,0,0
1122,33821780,8,89,248,95,201,199,166,234,1
1125,33821770,8,25,254,189,201,21,56,123,1
1127,134485568,6,0,0,0,0,32,0,123,0
1129,134485120,8,0,0,0,0,0,255,176,87
1131,33817034,8,89,62,95,75,215,62,154,32
1133,33817044,8,89,62,223,91,215,78,46,32
1136,33880074,8,44,101,71,210,131,216,0,0
1138,33817034,8,89,62,95,75,215,62,154,32
1143,134485824,8,20,0,0,0,0,0,0,0
1145,33821780,8,89,248,95,201,199,166,234,1
1147,33817034,8,89,62,95,75,215,62,154,32
1149,134485568,6,0,0,0,0,32,0,154,0
1152,33817034,8,89,62,95,75,215,62,154,32
1154,134485056,8,0,0,0,0,0,0,0,0
1156,134485120,8,0,0,0,0,0,255,177,86
1158,134485824,8,20,0,0,0,0,0,0,0
1160,33817034,8,89,62,95,75,215,62,154,32
1163,33821770,8,25,254,189,201,21,56,123,1
1165,33880084,8,140,210,142,67,164,27,0,0
1167,33817044,8,89,62,223,91,215,78,46,32
1182,33817034,8,89,62,95,75,215,62,154,32
1189,33821780,8,89,248,95,201,199,166,234,1
1191,33817034,8,89,62,95,75,215,62,154,32
1193,33817044,8,89,62,223,91,215,78,46,32
1197,33817044,8,89,62,223,91,215,78,46,32
1211,134485824,8,20,0,0,0,0,0,0,0
1215,33817044,8,89,62,223,91,215,78,46,32
1217,134485568,6,0,0,0,0,32,0,46,0
1219,134485824,8,20,0,0,0,0,0,0,0
1221,33817034,8,89,62,95,75,215,62,154,32
1224,33821780,8,89,248,95,201,199,166,234,1
1226,134485568,6,0,0,0,0,32,0,234,0
1228,134485056,8,0,0,0,0,0,0,0,0
1230,134485120,8,0,0,0,0,0,255,177,87
1235,33817044,8,89,62,223,91,215,78,46,32
1238,33817044,8,89,62,223,91,215,78,46,32
1240,134485824,8,20,0,0,0,0,0,0,0
1242,33817034,8,89,62,95,75,215,62,154,32
1244,33821780,8,89,248,95,201,199,166,234,1
1247,33817044,8,89,62,223,91,215,78,46,32
1249,134543360,8,150,183,75,128,153,15,0,0
1251,134485568,6,0,0,0,0,32,0,0,0
1253,134485056,8,0,0,0,0,0,0,0,0
1255,134485120,8,0,0,0,0,0,255,177,86
1257,33817034,8,89,62,95,75,215,62,154,32
1259,134485824,8,20,0,0,0,0,0,0,0
1261,33817034,8,89,62,95,75,215,62,154,32
1266,33821844,8,89,248,95,201,199,166,138,236
1269,33822612,4,20,1,1,4,199,0,0,0
1271,33817034,8,89,62,95,75,215,62,154,32
1273,33817044,8,89,62,223,91,215,78,46,32
1275,134485568,6,0,0,0,0,32,0,46,0
1277,134484992,8,0,0,0,0,0,0,0,0
1280,134485120,8,0,0,0,0,0,255,177,87
1282,33817034,8,89,62,95,75,215,62,154,32
1284,33821780,8,89,248,95,201,199,166,234,1
1287,33821770,8,25,254,189,201,21,56,123,1
1302,33817034,8,89,62,95,75,215,62,154,32
1306,33822548,8,0,0,0,0,0,0,0,0
1311,134485120,8,0,0,0,0,0,255,177,87
1313,33817044,8,89,62,95,75,215,62,171,32
1315,33817044,8,89,62,223,91,215,78,46,32
1331,134485824,8,20,0,0,0,0,0,0,0
1335,33817044,8,89,62,95,75,215,62,171,32
1337,33817034,8,89,62,95,75,215,62,154,32
1339,134485824,8,20,0,0,0,0,0,0,0
1341,33817034,8,89,62,95,75,215,62,154,32
1343,33821780,8,89,248,95,201,199,166,234,1
1346,33817044,8,89,62,95,75,215,62,171,32
1360,134485568,6,0,0,0,0,32,0,2,0
1364,33821780,8,89,248,95,201,199,166,234,1
