741,134484992,8,0,0,0,0,0,0,0,0
2274,168329219,4,3,4,3,3,7,0,0,0
3710,168329219,4,3,4,3,3,7,0,0,0
5128,168329219,4,3,4,3,3,7,0,0,0
6545,168329219,4,3,4,3,3,7,0,0,0
7484,168329219,4,3,3,3,3,7,0,0,0
7571,168329219,4,3,1,3,3,7,0,0,0
7914,168329219,4,3,4,3,3,7,0,0,0
8583,168329219,4,3,3,3,3,7,0,0,0
8662,168329219,4,3,1,3,3,7,0,0,0
9013,168329219,4,3,4,3,3,7,0,0,0
9740,168329219,4,3,3,3,3,7,0,0,0
9846,168329219,4,3,1,3,3,7,0,0,0
10094,168329219,4,3,4,3,3,7,0,0,0
10876,168329219,4,3,3,3,3,7,0,0,0
10927,168329219,4,3,1,3,3,7,0,0,0
11354,168329219,4,3,4,3,3,7,0,0,0
12108,168329219,4,3,3,3,3,7,0,0,0
12215,168329219,4,3,1,3,3,7,0,0,0
12340,168329219,4,3,4,3,3,7,0,0,0
12360,168329219,4,3,1,3,3,7,0,0,0
12366,168329219,4,3,4,3,3,7,0,0,0
12387,168329219,4,3,1,3,3,7,0,0,0
12408,168329219,4,3,3,3,3,7,0,0,0
12506,168329219,4,3,1,3,3,7,0,0,0
12621,168329219,4,3,4,3,3,7,0,0,0
12944,168329219,4,1,4,3,3,7,0,0,0
12963,168329219,4,3,4,3,3,7,0,0,0
14386,168329219,4,3,4,3,3,7,0,0,0
15241,168329219,4,3,3,3,3,7,0,0,0
15250,168329219,4,3,4,3,3,7,0,0,0
15322,168329219,4,3,3,3,3,7,0,0,0
15341,168329219,4,3,4,3,3,7,0,0,0
15384,168329219,4,3,3,3,3,7,0,0,0
15404,168329219,4,3,4,3,3,7,0,0,0
15502,168329219,4,3,3,3,3,7,0,0,0
15522,168329219,4,3,4,3,3,7,0,0,0
15528,168329219,4,3,3,3,3,7,0,0,0
15547,168329219,4,3,4,3,3,7,0,0,0
15566,168329219,4,3,3,3,3,7,0,0,0
15586,168329219,4,3,4,3,3,7,0,0,0
15605,168329219,4,3,3,3,3,7,0,0,0
15612,168329219,4,3,4,3,3,7,0,0,0
15630,168329219,4,3,3,3,3,7,0,0,0
15680,168329219,4,3,4,3,3,7,0,0,0
15689,168329219,4,3,3,3,3,7,0,0,0
17110,168329219,4,3,3,3,3,7,0,0,0
18524,168329219,4,3,3,3,3,7,0,0,0
19937,168329219,4,3,3,3,3,7,0,0,0
21351,168329219,4,3,3,3,3,7,0,0,0
22765,168329219,4,3,3,3,3,7,0,0,0
24188,168329219,4,3,3,3,3,7,0,0,0
25612,168329219,4,3,3,3,3,7,0,0,0
27026,168329219,4,3,3,3,3,7,0,0,0
28448,168329219,4,3,3,3,3,7,0,0,0
29863,168329219,4,3,3,3,3,7,0,0,0
31277,168329219,4,3,3,3,3,7,0,0,0
32691,168329219,4,3,3,3,3,7,0,0,0
34105,168329219,4,3,3,3,3,7,0,0,0
35519,168329219,4,3,3,3,3,7,0,0,0
36942,168329219,4,3,3,3,3,7,0,0,0
38355,168329219,4,3,3,3,3,7,0,0,0
39244,16848960,8,140,112,5,185,0,0,0,255
39266,16849024,7,40,18,80,182,152,127,16,255
39286,16848960,8,140,112,5,185,0,0,0,255
39516,16849024,1,56,112,0,0,0,0,0,0
39536,16848960,8,140,112,5,185,0,0,0,255
39721,168329219,4,3,3,3,3,7,0,0,0
39853,16848960,8,140,112,133,185,0,0,0,255
40207,16849024,1,56,112,0,0,0,0,0,0
40227,16848960,8,140,112,133,185,0,0,0,255
40607,16849024,7,212,2,198,182,152,127,16,255
40628,16848960,8,140,112,133,185,0,0,0,255
40649,16849024,7,212,2,198,182,152,127,16,255
40670,16848960,8,140,112,133,185,0,0,0,255
40775,16849024,7,212,2,198,182,152,127,16,255
40796,16848960,8,140,112,133,185,0,0,0,255
40859,16848960,8,140,113,5,185,0,0,0,255
40881,16849024,7,212,2,198,182,152,127,16,255
40902,16848960,8,140,113,5,185,0,0,0,255
40989,168329219,4,3,3,3,3,0,0,0,0
41178,16849024,7,212,2,198,182,152,127,16,255
41198,16848960,8,140,113,5,185,0,0,0,255
41798,16849024,7,212,2,198,182,152,127,16,255
41819,16848960,8,140,113,5,185,0,0,0,255
41861,16848960,8,140,113,133,185,0,0,0,255
42270,168329219,4,3,3,3,3,7,0,0,0
42821,16849024,7,212,2,198,182,152,127,16,255
42842,16848960,8,140,114,5,185,0,0,0,255
43198,16849024,7,212,2,198,182,152,127,16,255
43218,16848960,8,140,114,5,185,0,0,0,255
43551,168329219,4,3,3,3,3,7,0,0,0
43827,16849024,7,212,2,198,182,152,127,16,255
43848,16848960,8,140,114,133,185,0,0,0,255
43869,16849024,7,212,2,198,182,152,127,16,255
43891,16848960,8,140,114,133,185,0,0,0,255
44833,168329219,4,3,3,3,3,7,0,0,0
44850,16848960,8,140,115,5,185,0,0,0,255
44855,16849024,7,212,2,198,182,152,127,16,255
44870,16848960,8,140,115,5,185,0,0,0,255
45263,16849024,7,212,2,198,182,152,127,16,255
45285,16848960,8,140,115,5,185,0,0,0,255
45851,16848960,8,140,115,133,185,0,0,0,255
45855,16849024,7,212,2,198,182,152,127,16,255
45872,16848960,8,140,115,133,185,0,0,0,255
46100,168329219,4,3,3,3,3,7,0,0,0
46855,16848960,8,140,116,5,185,0,0,0,255
46859,16849024,7,212,2,198,182,152,127,16,255
46877,16848960,8,140,116,5,185,0,0,0,255
47381,168329219,4,3,3,3,3,0,0,0,0
47859,16848960,8,140,116,133,185,0,0,0,255
48667,168329219,4,3,3,3,3,7,0,0,0
48843,16848960,8,140,117,5,185,0,0,0,255
48865,16849024,7,212,2,198,182,152,127,16,255
48885,16848960,8,140,117,5,185,0,0,0,255
49848,16848960,8,140,117,133,185,0,0,0,255
49869,16849024,7,212,2,198,182,152,127,16,255
49890,16848960,8,140,117,133,185,0,0,0,255
49942,168329219,4,3,3,3,3,7,0,0,0
50851,16848960,8,140,118,5,185,0,0,0,255
50873,16849024,7,212,2,198,182,152,127,16,255
50893,16848960,8,140,118,5,185,0,0,0,255
51218,168329219,4,3,3,3,3,7,0,0,0
51855,16848960,8,140,118,133,185,0,0,0,255
51897,16849024,7,212,2,198,182,152,127,16,255
51917,16848960,8,140,118,133,185,0,0,0,255
52497,168329219,4,3,3,3,3,7,0,0,0
52855,16848960,8,140,119,5,185,0,0,0,255
52897,16849024,7,212,2,198,182,152,127,16,255
52917,16848960,8,140,119,5,185,0,0,0,255
53770,168329219,4,3,3,3,3,7,0,0,0
53856,16848960,8,140,119,133,185,0,0,0,255
